Line	Spkr	StTime	Content	EnTime
120	PRV_se0_ag3_m_02	130.9670	(pause 0.57)	131.5397
121	PRV_se0_ag3_m_02	131.5397	uh, ten /fifths/ of the accidents	133.5846
122	PRV_int_01	133.6887	Okay.	134.1384
123	PRV_se0_ag3_m_02	134.1053	Stuff like that.	135.0093
124	PRV_se0_ag3_m_02	135.7430	Cause I remember one night, these people's-	137.2179
125	PRV_se0_ag3_m_02	137.2179	(pause 0.60)	137.8190
126	PRV_se0_ag3_m_02	137.8190	<clears throat>	137.9941
127	PRV_se0_ag3_m_02	137.9941	(pause 0.32)	138.3113
128	PRV_se0_ag3_m_02	138.3113	over in this area down here they went out there and j- c-	140.7490
129	PRV_se0_ag3_m_02	140.7490	(pause 0.53)	141.2744
130	PRV_se0_ag3_m_02	141.2744	speed out there and they got about half fired up drunk and two ladies that brought them-	145.1870
131	PRV_se0_ag3_m_02	145.1870	(pause 0.47)	145.6556
132	PRV_se0_ag3_m_02	145.6556	Well one lady, one man brought them back home.	147.8661
133	PRV_int_01	148.0507	Mm-hm.	148.4294
134	PRV_se0_ag3_m_02	148.4037	Trailer back over there and about-	149.7243
135	PRV_se0_ag3_m_02	151.0592	I don't know what- two or three o'clock in the morning-	153.1324
136	PRV_int_01	153.1939	Yeah.	153.5158
137	PRV_se0_ag3_m_02	153.5679	We got a call, went over there, and that trailer was on fire.	156.4202
138	PRV_int_01	156.6521	Hm.	156.9077
139	PRV_se0_ag3_m_02	157.1870	And as we got it out, I went in there, found the- found the lady laying in the hall there dead.	161.3551
140	PRV_int_01	161.4971	Hm.	161.8521
141	PRV_se0_ag3_m_02	161.8332	And them other guy find the man back in the back over there dead.	164.9809
142	PRV_int_01	165.0851	Mm.	165.5016
143	PRV_int_01	165.5016	(pause 0.44)	165.9466
144	PRV_int_01	165.9466	Uh, what had happened? How did it [start]?	167.6249
145	PRV_se0_ag3_m_02	167.4687	[The-] there- if a house caught on fire, they did- about drunk when they brought them home and left 'em.	171.4306
146	PRV_se0_ag3_m_02	172.0602	And they went back to party some more.	173.7622
147	PRV_se0_ag3_m_02	173.7622	(pause 0.11)	173.8758
148	PRV_se0_ag3_m_02	173.8758	So I don't know how it caught on fire.	175.4710
149	PRV_int_01	175.5088	Hm.	175.9633
150	PRV_se0_ag3_m_02	176.9478	Yeah I've seen a lot of that stuff in my life. I'm-	179.3741
151	PRV_se0_ag3_m_02	179.3741	(pause 0.45)	179.8237
152	PRV_se0_ag3_m_02	179.8237	When I lived in Conetoe one day a little boy he ride around that thing, he had a /cable cross to/ even riding it.	184.1548
153	PRV_int_01	184.4246	Mm-hm.	184.7500
154	PRV_se0_ag3_m_02	184.7777	And he /was riding/ there flying. It threw 'em up in the air, bust his head open when he hit the ground down there.	188.8342
155	PRV_se0_ag3_m_02	188.8342	(pause 0.66)	189.4969
156	PRV_se0_ag3_m_02	189.4969	He was bleeding like I don't know what.	191.0367
157	PRV_int_01	191.1611	Mm.	191.4451
158	PRV_se0_ag3_m_02	191.7622	Kill him dead right then.	193.1254
159	PRV_int_01	193.3716	Wow. What- what was he	194.5171
160	PRV_int_01	194.5171	(pause 0.17)	194.6827
161	PRV_int_01	194.6827	messing with?	195.2413
162	PRV_se0_ag3_m_02	195.1797	/Uh, happened/ one of them old- s-	196.2448
163	PRV_se0_ag3_m_02	196.6356	/sp- o- coolers/ run around	198.6663
164	PRV_se0_ag3_m_02	198.6663	(pause 0.44)	199.1112
165	PRV_se0_ag3_m_02	199.1112	a place where they had down there	200.6685
166	PRV_se0_ag3_m_02	200.6685	(pause 0.27)	200.9336
167	PRV_se0_ag3_m_02	200.9336	for the drive around	202.0128
168	PRV_int_01	202.3043	Mm.	202.5457
169	PRV_se0_ag3_m_02	202.4889	on something down there in the Conetoe.	204.0793
170	PRV_se0_ag3_m_02	204.3870	It was something about-	205.2580
171	PRV_se0_ag3_m_02	205.2580	(pause 0.79)	206.0437
172	PRV_se0_ag3_m_02	206.0437	about wide- look about as wide as that chair.	208.0554
173	PRV_se0_ag3_m_02	208.0554	(pause 0.33)	208.3895
174	PRV_se0_ag3_m_02	208.3895	/Boy/ just go right around it.	209.6581
175	PRV_se0_ag3_m_02	209.6581	(pause 0.42)	210.0746
176	PRV_se0_ag3_m_02	210.0746	That's what	210.5527
177	PRV_se0_ag3_m_02	210.5527	(pause 0.26)	210.8130
178	PRV_se0_ag3_m_02	210.8130	/info- information/ around there.	212.3135
179	PRV_se0_ag3_m_02	212.3135	(pause 0.27)	212.5881
180	PRV_se0_ag3_m_02	212.5881	Riding on the little a-	213.6344
181	PRV_se0_ag3_m_02	213.6344	(pause 0.16)	213.7931
182	PRV_se0_ag3_m_02	213.7931	automotive cars.	214.9812
183	PRV_int_01	215.1185	Oh like uh-	215.9515
184	PRV_int_01	215.9515	(pause 1.80)	217.7550
185	PRV_int_01	217.7550	uh, like a- a go-cart?	218.9052
186	PRV_se0_ag3_m_02	218.8863	Yeah, uh-huh. Yeah. Something like that. Uh-huh.	220.6688
187	PRV_int_01	220.8203	And it flipped over?	221.7480
188	PRV_se0_ag3_m_02	221.8048	Yeah but he- see, he- what happened he had a cable cause they keep his /bike/ running out there,	225.2081
189	PRV_int_01	225.2933	[Mm-hm.]	225.6294
190	PRV_se0_ag3_m_02	225.5253	[and] he was out there messing and didn't have no business out there.	228.1787
191	PRV_se0_ag3_m_02	230.2141	Mm.	230.8105
192	PRV_int_01	231.8850	So he- so he was out- they- they- usually	234.4675
193	PRV_int_01	234.4675	(pause 0.34)	234.8036
194	PRV_int_01	234.8036	have the- open to the public?	236.2733
195	PRV_se0_ag3_m_02	236.3135	Yeah right.	236.9383
196	PRV_int_01	236.7963	He was messing [around with it.]	238.1312
197	PRV_se0_ag3_m_02	237.6484	[Mm, uh-huh.] He was messing around with it.	239.1895
198	PRV_int_01	242.1195	And uh, it flipped over and killed [him.]	243.8945
199	PRV_se0_ag3_m_02	243.7998	[Flipped] over and killed him.	244.9765
200	PRV_int_01	244.9717	And you were called to the scene?	246.2356
201	PRV_se0_ag3_m_02	246.3918	Yeah I was just /??/.	247.6840
202	PRV_int_01	247.6130	Okay.	248.0769
203	PRV_se0_ag3_m_02	247.9538	[Mm-hm.]	248.3893
204	PRV_int_01	248.8531	Do you remember the first time you had to deal with-	250.6388
205	PRV_int_01	250.6388	(pause 0.21)	250.8534
206	PRV_int_01	250.8534	when you were younger, your first time you got a call like that?	253.2624
207	PRV_se0_ag3_m_02	253.8781	Well that- I never had one that was just like that.	256.5288
208	PRV_se0_ag3_m_02	256.5288	(pause 0.23)	256.7540
209	PRV_se0_ag3_m_02	256.7540	But once, just like that.	258.2592
210	PRV_se0_ag3_m_02	258.2592	(pause 1.22)	259.4757
211	PRV_se0_ag3_m_02	259.4757	But	259.7881
212	PRV_se0_ag3_m_02	259.7881	(pause 0.24)	260.0248
213	PRV_se0_ag3_m_02	260.0248	I mean-	260.6827
214	PRV_int_01	260.7395	First time you got a bad [call.]	262.2732
215	PRV_se0_ag3_m_02	261.9797	[Mm-hm.] Yeah. Uh-huh.	263.2699
216	PRV_se0_ag3_m_02	263.7669	But stuff like that it d- it don't- it don't- it really don't bother me now.	267.1419
217	PRV_int_01	267.2791	Yeah.	267.5774
218	PRV_se0_ag3_m_02	267.6200	I come in a home at night. There's blood everywhere down there, and	270.4628
219	PRV_se0_ag3_m_02	270.4628	(pause 0.38)	270.8462
220	PRV_se0_ag3_m_02	270.8462	come home and eat supper, doesn't even bother [me.]	273.0093
221	PRV_int_01	272.8105	[Mm.]	273.1513
222	PRV_se0_ag3_m_02	273.4164	And /one more time, I had-/	274.5646
223	PRV_se0_ag3_m_02	274.5646	(pause 0.24)	274.8061
224	PRV_se0_ag3_m_02	274.8061	it'd been two days /??/ before he could eat, but	277.0355
225	PRV_int_01	277.1018	Yeah.	277.5514
226	PRV_se0_ag3_m_02	277.3337	stuff like that don't even bother me if I c- see somebody like dead like [that.]	280.6451
227	PRV_int_01	280.5268	[Did] it used to bother you? Like when you first started?	282.9740
228	PRV_se0_ag3_m_02	283.2390	No, it didn't ever bother me [like that]. Yeah.	285.3833
229	PRV_int_01	284.5739	[Okay.]	285.0614
230	PRV_int_01	285.9229	[You used] to it or?	287.1705
231	PRV_se0_ag3_m_02	286.0250	[It's not-]	286.3895
232	PRV_se0_ag3_m_02	286.3895	(pause 0.72)	287.1090
233	PRV_se0_ag3_m_02	287.1090	Yeah.	287.6533
234	PRV_int_01	287.8143	What do you [think that's] /from/?	288.7756
235	PRV_se0_ag3_m_02	288.2071	[I-]	288.4012
236	PRV_se0_ag3_m_02	288.4012	(pause 0.19)	288.5906
237	PRV_se0_ag3_m_02	288.5906	I just- you got-	289.5656
238	PRV_se0_ag3_m_02	290.1431	Well that's come up	290.8484
239	PRV_se0_ag3_m_02	290.8484	(pause 1.25)	292.1028
240	PRV_se0_ag3_m_02	292.1028	like I did I reckon. I just wont ever	294.1172
241	PRV_se0_ag3_m_02	294.1172	(pause 1.21)	295.3290
242	PRV_se0_ag3_m_02	295.3290	afraid of nothing like that that much.	297.3596
243	PRV_int_01	297.4259	Mm-hm.	297.8945
244	PRV_se0_ag3_m_02	298.2664	Cause right now if you go out	299.6675
245	PRV_se0_ag3_m_02	299.6675	(pause 0.13)	299.7953
246	PRV_se0_ag3_m_02	299.7953	calls, stuff like that- that it don't hurt me to try to help 'em do- [straighten] out.	303.2602
247	PRV_int_01	302.5407	[Mm-hm.]	302.9762
248	PRV_int_01	303.7241	Okay.	304.2258
249	PRV_se0_ag3_m_02	304.9765	So that's been one of them things all my life, God been good to me. I	308.5455
250	PRV_se0_ag3_m_02	308.5455	(pause 0.09)	308.6354
251	PRV_se0_ag3_m_02	308.6354	tell you cause	309.4448
252	PRV_int_01	309.5490	Yeah.	309.8850
253	PRV_se0_ag3_m_02	310.1548	it's so many people I know who gonna	311.9184
254	PRV_se0_ag3_m_02	311.9184	(pause 0.14)	312.0557
255	PRV_se0_ag3_m_02	312.0557	going on, or in bad shape and all that kind [of stuff] setting in.	315.5442
256	PRV_int_01	314.5691	[Mm-hm.]	315.1182
257	PRV_int_01	315.1182	(pause 0.40)	315.5138
258	PRV_int_01	315.5138	Mm-hm.	315.9824
259	PRV_se0_ag3_m_02	316.3990	Mm.	316.7635
260	PRV_int_01	316.9481	So you, uh-	317.8652
261	PRV_int_01	317.8652	(pause 1.43)	319.2911
262	PRV_int_01	319.2911	so you-	319.7739
263	PRV_int_01	319.7739	(pause 0.19)	319.9680
264	PRV_int_01	319.9680	you think maybe-	320.7679
265	PRV_int_01	320.7679	(pause 0.12)	320.8910
266	PRV_int_01	320.8910	part of that maybe came from growing up on the farm too?	323.2794
267	PRV_se0_ag3_m_02	323.1753	Maybe. /Might- mighta/ been.	324.7704
268	PRV_se0_ag3_m_02	324.9408	[/Mighta been/.]	325.6745
269	PRV_int_01	324.9456	[<laugh>]	325.7218
270	PRV_se0_ag3_m_02	326.3168	And didn't never go out nowhere drinking and stuff like that. I imagine that would have something to do with it [too.]	330.7799
271	PRV_int_01	330.4675	[Yeah.]	330.8414
272	PRV_se0_ag3_m_02	331.1160	Yeah.	331.5372
273	PRV_int_01	332.4461	Yeah.	332.7727
274	PRV_int_01	332.7727	(pause 0.14)	332.9147
275	PRV_int_01	332.9147	[Now- now] did you-	333.9655
276	PRV_se0_ag3_m_02	332.9431	[Yeah.]	333.3596
277	PRV_se0_ag3_m_02	333.3596	\	338.1100
278	PRV_int_01	334.3138	when you were growing up, working on the farm,	336.1219
279	PRV_int_01	336.1219	(pause 0.21)	336.3302
280	PRV_int_01	336.3302	were you raising hogs and chickens [and stuff?]	338.4555
281	PRV_se0_ag3_m_02	338.1100	[M- my] daddy, yeah, [uh-huh.]	339.5253
282	PRV_int_01	339.2460	[Yeah?]	339.5300
283	PRV_se0_ag3_m_02	339.8614	[Yeah.]	340.2732
284	PRV_int_01	340.0345	[And] uh,	340.6309
285	PRV_int_01	340.8629	did you- you going to school at the same time?	342.7704
286	PRV_se0_ag3_m_02	342.6994	Yeah, I was at school some too. But my education, I didn't ever get none of that.	346.2164
287	PRV_int_01	346.4652	Oh okay.	346.8723
288	PRV_se0_ag3_m_02	346.9481	I made it /d- uh, had-/	348.5290
289	PRV_se0_ag3_m_02	348.5290	(pause 0.57)	349.1018
290	PRV_se0_ag3_m_02	349.1018	They uh-	349.6224
291	PRV_se0_ag3_m_02	349.6224	(pause 0.57)	350.1905
292	PRV_se0_ag3_m_02	350.1905	I would try hard and the teacher'd give me the credit for trying, [but]	353.3173
293	PRV_int_01	353.1705	[Mm-hm.]	353.6297
294	PRV_se0_ag3_m_02	353.6723	I never got into nothing like that.	355.2438
295	PRV_se0_ag3_m_02	355.2438	(pause 0.45)	355.6982
296	PRV_se0_ag3_m_02	355.6982	And then I went into work one day, and the man told me take a supervisor job. I told him I couldn't stand it, but I went in there	360.8698
297	PRV_int_01	361.0355	Mm-hm.	361.4426
298	PRV_se0_ag3_m_02	361.6461	and /unintelligible/-	362.3230
299	PRV_se0_ag3_m_02	362.3230	(pause 0.18)	362.4981
300	PRV_se0_ag3_m_02	362.4981	<clears throat>	362.8247
301	PRV_se0_ag3_m_02	362.8247	(pause 1.53)	364.3564
302	PRV_se0_ag3_m_02	364.3564	I got the job and he said I did it so good that he said- Like I told you, he said	368.3656
303	PRV_se0_ag3_m_02	368.3656	(pause 0.37)	368.7395
304	PRV_se0_ag3_m_02	368.7395	he would /take/ two full time mechanics put back there to run it like I run, /I didn't have labor there/.	372.9976
305	PRV_int_01	372.9834	Mm-hm.	373.4568
306	PRV_se0_ag3_m_02	373.3290	So I musta been doing alright. [<laugh> Yeah.]	376.1501
307	PRV_int_01	374.9762	[Mm-hm. Mm-hm.]	376.1264
308	PRV_se0_ag3_m_02	376.6735	Yeah.	377.3173
309	PRV_int_01	377.3671	Well that- So he was gonna offer you the job with a s-	379.9869
310	PRV_se0_ag3_m_02	379.9112	Yeah well he gave me the job. [I took] it.	381.6484
311	PRV_int_01	381.1750	[Oh.]	381.4259
312	PRV_int_01	381.6720	Oh [okay. You did.]	382.6167
313	PRV_se0_ag3_m_02	381.9608	[Yeah, took] it.	382.7500
314	PRV_se0_ag3_m_02	383.2652	And /runned/ it just like they wanted to run it.	385.0544
315	PRV_se0_ag3_m_02	385.0544	(pause 0.62)	385.6745
316	PRV_se0_ag3_m_02	385.6745	But the guy, way he was doing it, now he was, uh,	387.4306
317	PRV_se0_ag3_m_02	387.4306	(pause 0.80)	388.2258
318	PRV_se0_ag3_m_02	388.2258	up to date man cause he /grew up/- he was born and raised on his daddy's farm.	392.0532
319	PRV_int_01	392.1005	Mm-hm.	392.4839
320	PRV_se0_ag3_m_02	392.5881	But the stuff he want to run, he want run a whole lot of /pounds/ a day,	395.8190
321	PRV_se0_ag3_m_02	395.8190	(pause 0.27)	396.0888
322	PRV_se0_ag3_m_02	396.0888	which it look good to have a- run a lot of /pounds/ a day,	398.7064
323	PRV_int_01	398.8153	Mm.	399.1892
324	PRV_se0_ag3_m_02	399.1040	but he want the stuff run today, /what they gonna use/ today and tomorrow.	402.4675
325	PRV_int_01	402.5196	Mm-hm.	402.9645
326	PRV_se0_ag3_m_02	402.8982	But the stuff where he run /?/, sit up beside the-	404.9525
327	PRV_se0_ag3_m_02	405.7146	in- in the	406.4246
328	PRV_se0_ag3_m_02	406.4246	(pause 0.16)	406.5836
329	PRV_se0_ag3_m_02	406.5836	open there for two, three days or maybe even a couple of weeks	409.3905
330	PRV_int_01	409.6035	Mm.	409.7881
331	PRV_se0_ag3_m_02	409.7266	before they even need it.	410.5975
332	PRV_int_01	410.8200	Mm.	411.1750
333	PRV_se0_ag3_m_02	411.2460	But they want the stuff /what/ you got running today and-	413.4167
334	PRV_se0_ag3_m_02	413.4167	(pause 0.46)	413.8758
335	PRV_se0_ag3_m_02	413.8758	and sell and /be able to pay off your bill/.	415.8923
336	PRV_int_01	415.9396	Mm-hm.	416.4650
337	PRV_se0_ag3_m_02	416.6934	And then what I run.	417.6531
338	PRV_int_01	417.8262	Mm.	418.2664
339	PRV_se0_ag3_m_02	418.8818	Yeah.	419.3977
340	PRV_int_01	419.2557	Now you said you uh-	420.2876
341	PRV_int_01	420.9976	you um,	421.6982
342	PRV_int_01	421.6982	(pause 0.66)	422.3609
343	PRV_int_01	422.3609	didn't finish uh, school? Did- How far did you get?	425.1847
344	PRV_se0_ag3_m_02	425.2050	Oh I didn't get over the first grade [/??/.]	427.4757
345	PRV_int_01	427.0213	[Okay.]	427.4994
346	PRV_int_01	427.6934	[Okay.]	428.1289
347	PRV_se0_ag3_m_02	427.9964	[No.]	428.4035
348	PRV_int_01	428.5218	And then so, was it hard- I imagine it'd be hard to	430.9007
349	PRV_int_01	430.9007	(pause 0.17)	431.0711
350	PRV_int_01	431.0711	try and go to school and work on a farm at the same time.	433.3952
351	PRV_se0_ag3_m_02	433.4189	Yeah.	433.8402
352	PRV_se0_ag3_m_02	433.8402	(pause 0.38)	434.2236
353	PRV_se0_ag3_m_02	434.2236	Probably was cause long then they didn't care how /far you were/, you had to walk it out.	437.5823
354	PRV_int_01	438.1030	Yeah.	438.3113
355	PRV_se0_ag3_m_02	438.2876	You had to w- w- walk up about something about-	440.0390
356	PRV_se0_ag3_m_02	441.1371	I would say about eight miles a [day.]	443.2226
357	PRV_int_01	442.9007	[Wow.]	443.1800
358	PRV_se0_ag3_m_02	443.3551	Mm-hm.	443.8285
359	PRV_int_01	443.7575	Mkay.	444.1798
360	PRV_se0_ag3_m_02	444.3066	Yeah.	444.6994
361	PRV_int_01	444.8793	So you- what- when you were going you'd walk eight miles [/to school/?]	448.7256
362	PRV_se0_ag3_m_02	447.5584	[/Me, uh-]	448.2022
363	PRV_se0_ag3_m_02	448.2022	(pause 0.29)	448.4936
364	PRV_se0_ag3_m_02	448.4936	[About] seven or eight miles, something like that. Yeah, most [of 'em.]	451.0024
365	PRV_int_01	450.5527	[Then you walk] home [and then you go] back to work.	452.7348
366	PRV_se0_ag3_m_02	451.4757	[Yeah. <laugh>]	452.2946
367	PRV_se0_ag3_m_02	452.8058	Yeah, then I had to work then. Oh.	454.5146
368	PRV_int_01	455.0569	Yeah.	455.3409
369	PRV_se0_ag3_m_02	455.3173	Til night, and stuff like that.	456.8982
370	PRV_int_01	457.2248	Did they ever have to pull you out of school cause uh-	459.3644
371	PRV_int_01	459.3644	(pause 0.56)	459.9209
372	PRV_int_01	459.9209	I mean when you were going?	460.9907
373	PRV_se0_ag3_m_02	461.4829	Well sometime you might have to stay out to help 'em out a little bit like that.	464.3987
374	PRV_int_01	464.7585	And then work- to work on the farm?	466.2570
375	PRV_se0_ag3_m_02	466.1690	Mm-hm.	466.7500
376	PRV_se0_ag3_m_02	466.8960	Yeah.	467.2747
377	PRV_int_01	467.4829	So that was tough work, huh?	469.2532
378	PRV_se0_ag3_m_02	469.2438	Yeah, it was kind of tough alright.	470.8213
379	PRV_int_01	471.3407	And then,	471.9513
380	PRV_int_01	471.9513	(pause 0.97)	472.9197
381	PRV_int_01	472.9197	what uh- did you-	473.9941
382	PRV_int_01	473.9941	(pause 0.20)	474.1929
383	PRV_int_01	474.1929	did you [ever get any] time to	475.4284
384	PRV_se0_ag3_m_02	474.4438	[Mm.]	474.8556
385	PRV_int_01	475.7692	be a kid? Play? <laugh> [Do anything?]	478.3773
386	PRV_se0_ag3_m_02	477.2744	[<laugh>]	478.1264
387	PRV_se0_ag3_m_02	478.5410	Lot- /?? on Sunday/ usually have a little time like that for	482.0863
