Line	Spkr	StTime	Content	EnTime
119	VLD_int_01	225.0862	in the house, well not the house that we're in now, but the house next door?	227.7859
120	VLD_se0_ag4_f_01	228.6973	Most definitely.	229.5011
121	VLD_int_01	230.1182	So describe the neighborhood when you were a child.	232.2806
122	VLD_se0_ag4_f_01	233.0391	<ts>	233.1904
123	VLD_se0_ag4_f_01	233.1904	(pause 1.68)	234.8671
124	VLD_se0_ag4_f_01	234.8671	The neighborhood was exactly like it said, it take a building to raise and child and that's what they did. Um,	241.2068
125	VLD_se0_ag4_f_01	241.2068	(pause 0.78)	241.9823
126	VLD_se0_ag4_f_01	241.9823	we had	242.4295
127	VLD_se0_ag4_f_01	242.4295	(pause 0.20)	242.6333
128	VLD_se0_ag4_f_01	242.6333	elderly people looking out for you.	244.9543
129	VLD_se0_ag4_f_01	244.9543	(pause 1.13)	246.0802
130	VLD_se0_ag4_f_01	246.0802	Um,	246.6407
131	VLD_se0_ag4_f_01	246.6407	(pause 1.73)	248.3729
132	VLD_se0_ag4_f_01	248.3729	when you went to school,	249.7768
133	VLD_se0_ag4_f_01	249.7768	(pause 0.88)	250.6594
134	VLD_se0_ag4_f_01	250.6594	they're your parents.	251.9387
135	VLD_se0_ag4_f_01	251.9387	(pause 0.45)	252.3859
136	VLD_se0_ag4_f_01	252.3859	On the way from school, the people in the neighborhood was your parents.	255.5107
137	VLD_se0_ag4_f_01	255.5107	(pause 0.48)	255.9914
138	VLD_se0_ag4_f_01	255.9914	When you got home, you dealt with your parents, if you had any problems with the ones that you were	260.1465
139	VLD_se0_ag4_f_01	260.1465	(pause 0.40)	260.5484
140	VLD_se0_ag4_f_01	260.5484	passing along the way.	261.7428
141	VLD_se0_ag4_f_01	261.7428	(pause 1.00)	262.7386
142	VLD_se0_ag4_f_01	262.7386	So everybody	263.7349
143	VLD_se0_ag4_f_01	263.7349	(pause 0.75)	264.4878
144	VLD_se0_ag4_f_01	264.4878	took a hand and help raising children.	266.5937
145	VLD_se0_ag4_f_01	266.5937	(pause 0.61)	267.2050
146	VLD_se0_ag4_f_01	267.2050	If they seen you do something wrong, of course they reported it to your parents.	270.9860
147	VLD_se0_ag4_f_01	270.9860	(pause 0.74)	271.7219
148	VLD_se0_ag4_f_01	271.7219	And they were allowed to	273.1541
149	VLD_se0_ag4_f_01	273.1541	(pause 0.27)	273.4258
150	VLD_se0_ag4_f_01	273.4258	take care of the situation and then your parents took care of the situation. So it was a double dose.	277.7955
151	VLD_se0_ag4_f_01	277.7955	(pause 0.47)	278.2653
152	VLD_se0_ag4_f_01	278.2653	Sometimes you got a triple.	279.5900
153	VLD_int_01	280.1827	[<laugh>]	280.8169
154	VLD_se0_ag4_f_01	280.5122	[Depending] on what the situation was.	283.1615
155	VLD_int_01	284.0219	Now did you live with both of your parents?	285.8787
156	VLD_int_01	285.8787	(pause 0.19)	286.0655
157	VLD_int_01	286.0655	Like-	286.5467
158	VLD_se0_ag4_f_01	286.7216	Nope. I never lived with	288.0010
159	VLD_se0_ag4_f_01	288.0010	(pause 0.35)	288.3463
160	VLD_se0_ag4_f_01	288.3463	either of my parents. My grandmother was my-	290.7692
161	VLD_se0_ag4_f_01	290.7692	(pause 1.78)	292.5462
162	VLD_se0_ag4_f_01	292.5462	my- I guess you can say she was my rock. Cause she was the one that	296.4578
163	VLD_se0_ag4_f_01	296.4578	(pause 0.54)	296.9956
164	VLD_se0_ag4_f_01	296.9956	took me from a baby on.	298.4731
165	VLD_se0_ag4_f_01	298.4731	(pause 0.48)	298.9537
166	VLD_se0_ag4_f_01	298.9537	I never ever lived with my mom.	300.5671
167	VLD_se0_ag4_f_01	300.5671	(pause 0.59)	301.1615
168	VLD_se0_ag4_f_01	301.1615	Never ever lived with my dad.	302.4691
169	VLD_se0_ag4_f_01	302.4691	(pause 0.88)	303.3522
170	VLD_se0_ag4_f_01	303.3522	My grandmother took me from the first day	305.3047
171	VLD_se0_ag4_f_01	305.3047	(pause 0.54)	305.8482
172	VLD_se0_ag4_f_01	305.8482	I came into the world.	306.9690
173	VLD_int_01	307.7785	Hm.	308.0672
174	VLD_se0_ag4_f_01	308.6276	Mm-hm.	309.4032
175	VLD_int_01	308.6503	[What's your grandmother's] name?	309.9353
176	VLD_se0_ag4_f_01	310.1386	/RD-NAME-4/.	311.3047
177	VLD_int_01	311.9387	Hm.	312.2048
178	VLD_int_01	312.2048	(pause 0.59)	312.7992
179	VLD_int_01	312.7992	That's where I got my name from.	314.0672
180	VLD_int_01	314.0672	(pause 1.47)	315.5334
181	VLD_int_01	315.5334	Um,	316.4901
182	VLD_int_01	316.4901	(pause 0.21)	316.6990
183	VLD_int_01	316.6990	how- okay.	317.8651
184	VLD_int_01	317.8651	(pause 0.24)	318.1086
185	VLD_int_01	318.1086	So who else lived in the house when you were young?	320.6113
186	VLD_se0_ag4_f_01	321.3975	When I was young my- <clears throat>	323.4915
187	VLD_se0_ag4_f_01	323.4915	(pause 0.66)	324.1482
188	VLD_se0_ag4_f_01	324.1482	my aunt /RD-NAME-3/	325.7049
189	VLD_se0_ag4_f_01	325.7049	(pause 0.97)	326.6729
190	VLD_se0_ag4_f_01	326.6729	lived there	327.5956
191	VLD_se0_ag4_f_01	327.5956	(pause 0.57)	328.1669
192	VLD_se0_ag4_f_01	328.1669	and my aunt	328.8292
193	VLD_se0_ag4_f_01	328.8292	(pause 0.57)	329.4009
194	VLD_se0_ag4_f_01	329.4009	/RD-NAME-3/ lived there.	331.0313
195	VLD_se0_ag4_f_01	331.0313	(pause 0.38)	331.4106
196	VLD_se0_ag4_f_01	331.4106	So it was two of my aunts that lived there at the time.	334.7165
197	VLD_se0_ag4_f_01	334.7165	(pause 1.26)	335.9784
198	VLD_se0_ag4_f_01	335.9784	And sadly	337.2011
199	VLD_se0_ag4_f_01	337.2011	(pause 0.30)	337.5011
200	VLD_se0_ag4_f_01	337.5011	enough, my aunt /RD-NAME-3/, she, um,	340.5184
201	VLD_se0_ag4_f_01	340.5184	(pause 0.70)	341.2198
202	VLD_se0_ag4_f_01	341.2198	she committed suicide.	342.6124
203	VLD_se0_ag4_f_01	342.6124	(pause 0.46)	343.0709
204	VLD_se0_ag4_f_01	343.0709	In nineteen sixty-three.	345.5051
205	VLD_se0_ag4_f_01	345.5051	(pause 2.07)	347.5708
206	VLD_se0_ag4_f_01	347.5708	So.	348.2388
207	VLD_se0_ag4_f_01	348.2388	(pause 1.60)	349.8408
208	VLD_se0_ag4_f_01	349.8408	And as a child-	351.0862
209	VLD_se0_ag4_f_01	351.0862	(pause 1.06)	352.1447
210	VLD_se0_ag4_f_01	352.1447	Is it sixty-three?	353.0162
211	VLD_se0_ag4_f_01	353.0162	(pause 0.12)	353.1405
212	VLD_se0_ag4_f_01	353.1405	It was sixty-three, or sixty-five. It was one of tha- At- at that time I was five years old.	356.9956
213	VLD_se0_ag4_f_01	356.9956	(pause 0.62)	357.6183
214	VLD_se0_ag4_f_01	357.6183	And my perception of things were really-	359.8934
215	VLD_se0_ag4_f_01	359.8934	(pause 1.09)	360.9851
216	VLD_se0_ag4_f_01	360.9851	really like a little kid, because	363.1428
217	VLD_se0_ag4_f_01	363.1428	(pause 1.55)	364.6933
218	VLD_se0_ag4_f_01	364.6933	when the lady came running to the school, I was at the kindergarten. It was just only a block from the house,	370.8518
219	VLD_se0_ag4_f_01	370.8518	(pause 0.49)	371.3443
220	VLD_se0_ag4_f_01	371.3443	she come running and said, um,	373.5124
221	VLD_se0_ag4_f_01	373.5124	(pause 1.08)	374.5880
222	VLD_se0_ag4_f_01	374.5880	that my aunt had hung herself and I'm thinking,	377.3104
223	VLD_se0_ag4_f_01	377.3104	(pause 0.62)	377.9274
224	VLD_se0_ag4_f_01	377.9274	oh my god.	379.0426
225	VLD_se0_ag4_f_01	379.0426	(pause 0.88)	379.9212
226	VLD_se0_ag4_f_01	379.9212	And	380.5654
227	VLD_se0_ag4_f_01	380.5654	(pause 0.38)	380.9503
228	VLD_se0_ag4_f_01	380.9503	then I see this big trash truck,	383.2832
229	VLD_se0_ag4_f_01	383.2832	(pause 0.55)	383.8312
230	VLD_se0_ag4_f_01	383.8312	pass by, and I'm thinking, oh, they got her on this trash truck.	387.1056
231	VLD_se0_ag4_f_01	387.1056	(pause 0.56)	387.6692
232	VLD_se0_ag4_f_01	387.6692	You know, it wa- it was-	388.6203
233	VLD_se0_ag4_f_01	388.6203	(pause 0.20)	388.8235
234	VLD_se0_ag4_f_01	388.8235	it was crazy that was my first	390.9338
235	VLD_se0_ag4_f_01	390.9338	(pause 1.18)	392.1125
236	VLD_se0_ag4_f_01	392.1125	imagination, cause I didn't know.	394.0202
237	VLD_se0_ag4_f_01	394.0202	(pause 0.68)	394.7047
238	VLD_se0_ag4_f_01	394.7047	So I- I thought she was on the trash truck, but	397.0143
239	VLD_se0_ag4_f_01	397.0143	(pause 1.10)	398.1125
240	VLD_se0_ag4_f_01	398.1125	later I found out differently.	399.4428
241	VLD_int_01	402.2764	Hm.	402.6308
242	VLD_se0_ag4_f_01	403.3087	Yup.	403.6370
243	VLD_se0_ag4_f_01	403.6370	(pause 1.20)	404.8371
244	VLD_se0_ag4_f_01	404.8371	And	405.5107
245	VLD_se0_ag4_f_01	405.5107	(pause 0.18)	405.6914
246	VLD_se0_ag4_f_01	405.6914	it was the first time in my whole life I ever seen	408.4220
247	VLD_se0_ag4_f_01	408.4220	(pause 0.86)	409.2860
248	VLD_se0_ag4_f_01	409.2860	my grandmother shed a tear.	410.8994
249	VLD_se0_ag4_f_01	410.8994	(pause 1.77)	412.6707
250	VLD_se0_ag4_f_01	412.6707	And	413.3726
251	VLD_se0_ag4_f_01	413.3726	(pause 2.55)	415.9200
252	VLD_se0_ag4_f_01	415.9200	it was-	416.7182
253	VLD_se0_ag4_f_01	416.7182	(pause 0.16)	416.8767
254	VLD_se0_ag4_f_01	416.8767	it was	417.4258
255	VLD_se0_ag4_f_01	417.4258	(pause 0.29)	417.7202
256	VLD_se0_ag4_f_01	417.7202	tough for her. It was real tough.	419.4462
257	VLD_int_01	421.7728	Were those her youngest two kids?	423.0805
258	VLD_se0_ag4_f_01	423.7711	Yes.	424.4504
259	VLD_se0_ag4_f_01	424.4504	(pause 1.34)	425.7859
260	VLD_se0_ag4_f_01	425.7859	/RD-NAME-3/ was a l-	426.7652
261	VLD_se0_ag4_f_01	426.7652	(pause 0.16)	426.9237
262	VLD_se0_ag4_f_01	426.9237	maybe a couple of years older than	429.0013
263	VLD_se0_ag4_f_01	429.0013	(pause 0.22)	429.2164
264	VLD_se0_ag4_f_01	429.2164	/RD-NAME-3/ was.	430.3202
265	VLD_se0_ag4_f_01	430.3202	(pause 0.90)	431.2198
266	VLD_se0_ag4_f_01	431.2198	So,	431.7689
267	VLD_se0_ag4_f_01	431.7689	(pause 1.52)	433.2917
268	VLD_se0_ag4_f_01	433.2917	yep.	433.6483
269	VLD_se0_ag4_f_01	433.6483	(pause 0.50)	434.1465
270	VLD_se0_ag4_f_01	434.1465	it was a very sad time.	436.3089
271	VLD_int_01	438.7800	Hm.	439.0784
272	VLD_int_01	439.0784	(pause 0.18)	439.2556
273	VLD_int_01	439.2556	So talk a little bit about	440.6498
274	VLD_int_01	440.6498	(pause 1.21)	441.8560
275	VLD_int_01	441.8560	were there a lot of kids in the neighborhood	443.5085
276	VLD_int_01	443.5085	(pause 0.47)	443.9784
277	VLD_int_01	443.9784	that you played with? Did y'all play games? Did y'all play in the street?	447.0013
278	VLD_se0_ag4_f_01	447.4428	I had-	448.2127
279	VLD_se0_ag4_f_01	448.2127	(pause 0.27)	448.4787
280	VLD_se0_ag4_f_01	448.4787	well,	448.8750
281	VLD_se0_ag4_f_01	448.8750	(pause 0.14)	449.0160
282	VLD_se0_ag4_f_01	449.0160	cross the street there was some	450.5048
283	VLD_se0_ag4_f_01	450.5048	(pause 0.22)	450.7256
284	VLD_se0_ag4_f_01	450.7256	kids, um,	451.8804
285	VLD_se0_ag4_f_01	451.8804	(pause 0.61)	452.4861
286	VLD_se0_ag4_f_01	452.4861	/RD-NAME-3/,	453.7145
287	VLD_se0_ag4_f_01	453.7145	(pause 0.19)	453.9013
288	VLD_se0_ag4_f_01	453.9013	was	454.3825
289	VLD_se0_ag4_f_01	454.3825	(pause 0.10)	454.4839
290	VLD_se0_ag4_f_01	454.4839	a	455.0443
291	VLD_se0_ag4_f_01	455.0443	(pause 1.83)	456.8728
292	VLD_se0_ag4_f_01	456.8728	childhood friend. And	458.3616
293	VLD_se0_ag4_f_01	458.3616	(pause 0.59)	458.9560
294	VLD_se0_ag4_f_01	458.9560	then these people meet up- moved on the corner, sh- and she had a lot of kids.	462.7256
295	VLD_se0_ag4_f_01	462.7256	(pause 0.50)	463.2294
296	VLD_se0_ag4_f_01	463.2294	that was the /RD-NAME-1/ family.	464.5767
297	VLD_se0_ag4_f_01	464.5767	(pause 0.60)	465.1767
298	VLD_se0_ag4_f_01	465.1767	And so,	466.0485
299	VLD_se0_ag4_f_01	466.0485	(pause 0.70)	466.7499
300	VLD_se0_ag4_f_01	466.7499	we would play games all- They w- they would skate I couldn't skate, I was-	471.1994
301	VLD_se0_ag4_f_01	471.1994	(pause 1.71)	472.9141
302	VLD_se0_ag4_f_01	472.9141	I- I just didn't have that mobility to do that. But	476.5427
303	VLD_se0_ag4_f_01	476.5427	(pause 0.58)	477.1201
304	VLD_se0_ag4_f_01	477.1201	we would	477.6296
305	VLD_se0_ag4_f_01	477.6296	(pause 1.49)	479.1179
306	VLD_se0_ag4_f_01	479.1179	listen to music,	481.1577
307	VLD_se0_ag4_f_01	481.1577	(pause 0.57)	481.7276
308	VLD_se0_ag4_f_01	481.7276	we'd play hopscotch, we would play jackstones.	484.9335
309	VLD_se0_ag4_f_01	484.9335	(pause 0.46)	485.3953
310	VLD_se0_ag4_f_01	485.3953	Even shoot a few marbles.	487.0131
311	VLD_se0_ag4_f_01	487.0131	(pause 0.83)	487.8464
312	VLD_se0_ag4_f_01	487.8464	Growing up w- and, uh,	489.1541
313	VLD_se0_ag4_f_01	489.1541	(pause 0.68)	489.8391
314	VLD_se0_ag4_f_01	489.8391	we did jump rope so.	491.4519
315	VLD_se0_ag4_f_01	491.4519	(pause 0.85)	492.3010
316	VLD_se0_ag4_f_01	492.3010	<ts> We play a lot of childhood-	493.4615
317	VLD_se0_ag4_f_01	493.4615	(pause 0.29)	493.7502
318	VLD_se0_ag4_f_01	493.7502	we were outside, we was not	495.5617
319	VLD_se0_ag4_f_01	495.5617	(pause 0.36)	495.9240
320	VLD_se0_ag4_f_01	495.9240	glued to a TV like kids are now.	498.0746
321	VLD_se0_ag4_f_01	498.0746	(pause 0.44)	498.5105
322	VLD_se0_ag4_f_01	498.5105	Technology wasn't,	499.6879
323	VLD_se0_ag4_f_01	499.6879	(pause 1.04)	500.7239
324	VLD_se0_ag4_f_01	500.7239	um,	501.4258
325	VLD_se0_ag4_f_01	501.4258	(pause 1.65)	503.0802
326	VLD_se0_ag4_f_01	503.0802	highly rated as it is today. We-	505.3183
327	VLD_se0_ag4_f_01	505.3183	(pause 0.44)	505.7542
328	VLD_se0_ag4_f_01	505.7542	Outside was our	506.7845
329	VLD_se0_ag4_f_01	506.7845	(pause 0.52)	507.2996
330	VLD_se0_ag4_f_01	507.2996	fun and games, but when those street lights came on, you'd better be in- on that porch or in the house.	511.8221
331	VLD_se0_ag4_f_01	511.8221	(pause 0.72)	512.5467
332	VLD_se0_ag4_f_01	512.5467	So, that's how it	513.6789
333	VLD_se0_ag4_f_01	513.6789	(pause 0.21)	513.8883
334	VLD_se0_ag4_f_01	513.8883	was for us.	514.6243
335	VLD_int_01	515.1332	Can you tell me how to shoot marbles? Like explain how to shoot marbles, [I mean we talked] about it yesterday, but-	519.8091
336	VLD_se0_ag4_f_01	518.2807	[Well],	518.8015
337	VLD_se0_ag4_f_01	519.9727	with marbles you	521.1332
338	VLD_se0_ag4_f_01	521.1332	(pause 0.45)	521.5804
339	VLD_se0_ag4_f_01	521.5804	y- you line 'em all up.	523.5051
340	VLD_se0_ag4_f_01	523.5051	(pause 0.14)	523.6410
341	VLD_se0_ag4_f_01	523.6410	It's kind of like you put 'em on a hill.	525.4411
342	VLD_se0_ag4_f_01	525.4411	(pause 0.36)	525.7978
343	VLD_se0_ag4_f_01	525.7978	Well actually,	526.5280
344	VLD_se0_ag4_f_01	526.5280	(pause 0.33)	526.8558
345	VLD_se0_ag4_f_01	526.8558	well you kind of have to take-	528.3899
346	VLD_se0_ag4_f_01	528.3899	(pause 0.17)	528.5598
347	VLD_se0_ag4_f_01	528.5598	You have your	529.3919
348	VLD_se0_ag4_f_01	529.3919	(pause 0.16)	529.5561
349	VLD_se0_ag4_f_01	529.5561	dominant marble,	530.5694
350	VLD_se0_ag4_f_01	530.5694	(pause 0.47)	531.0392
351	VLD_se0_ag4_f_01	531.0392	there's a whole bunch of marbles, you make a circle in the sand,	534.0956
352	VLD_se0_ag4_f_01	534.0956	(pause 0.49)	534.5881
353	VLD_se0_ag4_f_01	534.5881	put the marbles on the inside,	536.0033
354	VLD_se0_ag4_f_01	536.0033	(pause 0.48)	536.4844
355	VLD_se0_ag4_f_01	536.4844	and the	536.9317
356	VLD_se0_ag4_f_01	536.9317	(pause 0.39)	537.3223
357	VLD_se0_ag4_f_01	537.3223	object of the game	538.5450
358	VLD_se0_ag4_f_01	538.5450	(pause 0.39)	538.9351
359	VLD_se0_ag4_f_01	538.9351	is to shoot the marbles outside of the circle.	541.4542
360	VLD_se0_ag4_f_01	541.4542	(pause 0.44)	541.8957
361	VLD_se0_ag4_f_01	541.8957	And the person that shoots the marbles outside of the circle,	544.1940
362	VLD_se0_ag4_f_01	544.1940	(pause 0.27)	544.4652
363	VLD_se0_ag4_f_01	544.4652	they	544.9804
364	VLD_se0_ag4_f_01	544.9804	(pause 0.16)	545.1389
365	VLD_se0_ag4_f_01	545.1389	take ownership of those marbles.	546.6277
366	VLD_se0_ag4_f_01	546.6277	(pause 0.66)	547.2900
367	VLD_se0_ag4_f_01	547.2900	Okay, but if you miss, then the other person	549.8091
368	VLD_se0_ag4_f_01	549.8091	(pause 0.68)	550.4935
369	VLD_se0_ag4_f_01	550.4935	gets to come in and- and do the same thing.	552.6164
370	VLD_se0_ag4_f_01	552.6164	(pause 0.35)	552.9673
371	VLD_se0_ag4_f_01	552.9673	And it goes back and forth until all the marbles are outside of the circle,	556.0865
372	VLD_se0_ag4_f_01	556.0865	(pause 0.59)	556.6803
373	VLD_se0_ag4_f_01	556.6803	pretty much it.	557.2634
374	VLD_int_01	558.1295	Were you good?	558.8546
375	VLD_se0_ag4_f_01	559.5583	I was dern good at it.	560.9769
376	VLD_se0_ag4_f_01	560.9769	(pause 0.84)	561.8204
377	VLD_se0_ag4_f_01	561.8204	I used to steal my cousin- get-	563.1728
378	VLD_se0_ag4_f_01	563.1728	(pause 0.31)	563.4785
379	VLD_se0_ag4_f_01	563.4785	Well,	563.9654
380	VLD_se0_ag4_f_01	563.9654	(pause 0.31)	564.2767
381	VLD_se0_ag4_f_01	564.2767	not steal 'em, but	565.3976
382	VLD_se0_ag4_f_01	565.3976	(pause 0.49)	565.8893
383	VLD_se0_ag4_f_01	565.8893	I would used to beat him out on 'em.	567.2940
384	VLD_se0_ag4_f_01	567.2940	(pause 0.23)	567.5204
385	VLD_se0_ag4_f_01	567.5204	I would-	567.9223
386	VLD_se0_ag4_f_01	567.9223	(pause 0.25)	568.1770
387	VLD_se0_ag4_f_01	568.1770	Charles.	568.9296
388	VLD_se0_ag4_f_01	568.9296	(pause 0.67)	569.6031
389	VLD_se0_ag4_f_01	569.6031	[Hm, yep.]	570.7635
390	VLD_int_01	569.6427	[<laugh>]	570.8485
391	VLD_se0_ag4_f_01	571.4145	We used to- I used to get down there and I used to- <sound effect> yep.	574.1657
