Line	Spkr	StTime	Content	EnTime
168	DTA_se3_ag4_f_03	235.6815	<ts> We left for school	237.0016
169	DTA_se3_ag4_f_03	237.0016	(pause 0.40)	237.4044
170	DTA_se3_ag4_f_03	237.4044	a- about a quarter to eight.	239.0891
171	DTA_int_03	239.4125	Mm-hm.	239.8030
172	DTA_int_03	239.8030	(pause 0.82)	240.6207
173	DTA_int_03	240.6207	Mm-hm.	241.0517
174	DTA_se3_ag4_f_03	241.6154	Cause school took in at eight thirty si-	243.8546
175	DTA_se3_ag4_f_03	243.8546	(pause 0.21)	244.0621
176	DTA_se3_ag4_f_03	244.0621	so many children live such a distance, they didn't	246.8075
177	DTA_se3_ag4_f_03	246.8075	(pause 0.65)	247.4604
178	DTA_se3_ag4_f_03	247.4604	take in so early.	248.5893
179	DTA_int_03	249.1568	Did you ever have a teacher who hollered a lot?	250.8593
180	DTA_se3_ag4_f_03	253.0031	I don't think I did.	254.2175
181	DTA_int_03	254.5287	Who was the best teacher you ever had?	256.2739
182	DTA_se3_ag4_f_03	257.5919	My very first teacher.	259.4121
183	DTA_int_03	259.7231	Mm-hm.	260.1624
184	DTA_se3_ag4_f_03	260.2052	Her name was Ms. /RD-NAME-2/.	262.0802
185	DTA_int_03	262.3763	Mm-hm.	262.8767
186	DTA_se3_ag4_f_03	264.5731	She was- I was s- shy and she used to, she got me out of that shyness.	270.2111
187	DTA_int_03	270.5284	How'd she do [it?]	271.1508
188	DTA_se3_ag4_f_03	271.0715	[A little] bit out of it, not very much, cause I still am.	274.2087
189	DTA_se3_ag4_f_03	274.7701	<laugh>	275.1179
190	DTA_int_03	275.1545	Uh. Glad your son-in-law is here to- <laugh> to contradict you.	279.4799
191	DTA_int_03	279.4799	(pause 0.76)	280.2427
192	DTA_int_03	280.2427	Um.	280.6088
193	DTA_int_03	280.6088	(pause 0.14)	280.7491
194	DTA_int_03	280.7491	Did you ever have a teacher you just couldn't stand?	283.2655
195	DTA_se3_ag4_f_03	286.9916	I had some that I thought didn't like me so well, but [uh.]	290.9580
196	DTA_int_03	290.4821	[Mm-hm.]	290.8550
197	DTA_se3_ag4_f_03	291.4462	I didn't have so much against them.	293.3388
198	DTA_int_03	293.6073	Mm-hm.	293.9552
199	DTA_int_03	293.9552	(pause 0.38)	294.3395
200	DTA_int_03	294.3395	<ts>	294.4493
201	DTA_int_03	294.4493	(pause 0.20)	294.6446
202	DTA_int_03	294.6446	Who was the smartest kid in your class?	296.4569
203	DTA_se3_ag4_f_03	298.0837	My younger brother.	299.1583
204	DTA_int_03	299.4871	Mm-hm.	299.8228
205	DTA_int_03	299.8228	(pause 0.95)	300.7747
206	DTA_int_03	300.7747	Uh.	300.9883
207	DTA_int_03	300.9883	(pause 0.77)	301.7632
208	DTA_int_03	301.7632	What did he do that was so good?	303.1797
209	DTA_se3_ag4_f_03	304.5946	Well, he um.	306.3469
210	DTA_se3_ag4_f_03	306.3469	(pause 0.14)	306.4901
211	DTA_se3_ag4_f_03	306.4901	He learned to- he learned to read and write and he caught up with me.	310.5327
212	DTA_int_03	310.6910	[Mm-hm.]	310.9961
213	DTA_se3_ag4_f_03	310.8375	[In] everything [except] arithmetic.	313.0037
214	DTA_int_03	311.8992	[Mm-hm.]	312.1921
215	DTA_int_03	313.1014	[Mm-hm.]	313.3088
216	DTA_se3_ag4_f_03	313.1624	[We] didn't have real grades, you know.	315.1273
217	DTA_se3_ag4_f_03	316.1524	Um.	316.7338
218	DTA_se3_ag4_f_03	316.7338	(pause 1.23)	317.9603
219	DTA_se3_ag4_f_03	317.9603	But I was determined that he shouldn't catch up with me in arithmetic, but I was very good in arithmetic. I was never- was good in the languages and	325.0841
220	DTA_se3_ag4_f_03	325.0841	(pause 0.69)	325.7736
221	DTA_se3_ag4_f_03	325.7736	other things like that.	327.2034
222	DTA_int_03	330.4436	Uh.	330.7853
223	DTA_int_03	330.7853	(pause 0.72)	331.5054
224	DTA_int_03	331.5054	I can't even [add.]	332.5610
225	DTA_se3_ag4_f_03	332.3929	[But my] family never said one word about it, I mean, you know, they didn't	337.0122
226	DTA_se3_ag4_f_03	337.2603	try to make him think he was the smartest,	339.3594
227	DTA_se3_ag4_f_03	339.3594	(pause 0.41)	339.7683
228	DTA_se3_ag4_f_03	339.7683	or didn't try to make me think I was dumb.	341.9760
229	DTA_int_03	342.1530	Mm-hm.	342.7182
230	DTA_se3_ag4_f_03	342.7914	And that was one good thing, I think back about that.	345.4581
231	DTA_int_03	345.6472	Yeah. [They were.]	346.4167
232	DTA_se3_ag4_f_03	346.0439	[They were] very nice about that, they kept that <laugh>	349.0555
233	DTA_int_03	350.3064	How much younger was he?	351.4719
234	DTA_se3_ag4_f_03	351.7083	He was three years younger than I was.	353.7846
235	DTA_int_03	354.0531	Mm-hm.	354.4742
236	DTA_int_03	354.4742	(pause 0.29)	354.7610
237	DTA_int_03	354.7610	That must have been hard [on him, yeah.]	356.9300
238	DTA_se3_ag4_f_03	355.7365	[Yes.]	356.7250
239	DTA_int_03	357.7014	What did the teacher do with dumb kids?	359.7639
240	DTA_se3_ag4_f_03	361.7827	[Well, she would, um. She] would keep them in.	364.6079
241	DTA_int_03	361.7827	[/inaudible/ dumb ones?]	363.4968
242	DTA_int_03	364.9175	Mm-hm.	365.2653
243	DTA_se3_ag4_f_03	365.5779	And uh.	366.4003
244	DTA_se3_ag4_f_03	366.4003	(pause 0.19)	366.5895
245	DTA_se3_ag4_f_03	366.5895	Have them s-	367.2119
246	DTA_se3_ag4_f_03	367.2119	(pause 0.58)	367.7932
247	DTA_se3_ag4_f_03	367.7932	study their lesson over and uh,	370.1900
248	DTA_se3_ag4_f_03	370.1900	(pause 1.41)	371.6009
249	DTA_se3_ag4_f_03	371.6009	she would try work with 'em.	372.9771
250	DTA_int_03	373.2639	Mm-hm.	373.6117
251	DTA_int_03	373.6117	(pause 1.32)	374.9280
252	DTA_int_03	374.9280	Um.	375.3673
253	DTA_int_03	375.3673	(pause 1.09)	376.4596
254	DTA_int_03	376.4596	Did-	376.6793
255	DTA_int_03	376.6793	(pause 0.39)	377.0698
256	DTA_int_03	377.0698	Was there a lot of fighting	378.3757
257	DTA_int_03	378.3757	(pause 1.36)	379.7369
258	DTA_int_03	379.7369	among the boys?	380.5667
259	DTA_se3_ag4_f_03	380.9634	Yes, there's a bit of fighting, not an awful lot.	383.7277
260	DTA_int_03	384.0267	Yeah.	384.2768
261	DTA_int_03	384.2768	(pause 0.23)	384.5081
262	DTA_int_03	384.5081	Uh. Normal.	385.1916
263	DTA_se3_ag4_f_03	385.1916	Just normal.	386.1353
264	DTA_se3_ag4_f_03	386.2543	Mm-hm.	386.8505
265	DTA_int_03	386.8505	Were the- what were the rules for a fair fight?	389.0016
266	DTA_se3_ag4_f_03	391.4378	You don't hit anybody with anything	394.2027
267	DTA_int_03	394.4102	[Mm-hm.]	394.8190
268	DTA_se3_ag4_f_03	394.7135	[but] your fist or your hand or <laugh>	397.0209
269	DTA_se3_ag4_f_03	397.1673	your foot.	397.6028
270	DTA_se3_ag4_f_03	397.6028	(pause 0.36)	397.9592
271	DTA_se3_ag4_f_03	397.9592	[<laugh>]	398.6488
272	DTA_int_03	398.1520	[You're allowed] to kick?	398.9513
273	DTA_int_03	399.7202	<laugh> Okay.	400.6050
274	DTA_se3_ag4_f_03	400.8111	In a fight.	401.5007
275	DTA_int_03	401.7936	Yeah.	402.1303
276	DTA_int_03	402.1303	(pause 0.11)	402.2370
277	DTA_int_03	402.2370	Mm.	402.3713
278	DTA_int_03	402.3713	(pause 0.09)	402.4628
279	DTA_int_03	402.4628	Were you allowed to bite?	403.3476
280	DTA_se3_ag4_f_03	403.8236	No.	404.2568
281	DTA_int_03	404.7023	What about hair pulling?	405.6009
282	DTA_se3_ag4_f_03	406.7542	No, that wasn't allowed either.	408.7107
283	DTA_int_03	409.4571	Could you scratch?	410.2870
284	DTA_se3_ag4_f_03	411.5843	Uh, you weren't supposed to scratch, you got in	413.7856
285	DTA_se3_ag4_f_03	413.7856	(pause 0.13)	413.9137
286	DTA_se3_ag4_f_03	413.9137	trouble if you scratched.	415.1830
287	DTA_int_03	415.2928	Mm-hm.	415.6773
288	DTA_int_03	415.6773	(pause 0.44)	416.1166
289	DTA_int_03	416.1166	Ho-	416.3729
290	DTA_int_03	416.3729	(pause 0.54)	416.9099
291	DTA_int_03	416.9099	What would happen if a big guy started picking on a little guy?	419.8845
292	DTA_se3_ag4_f_03	421.5375	Oh.	422.2991
293	DTA_se3_ag4_f_03	422.2991	(pause 1.43)	423.7331
294	DTA_se3_ag4_f_03	423.7331	Everybody would get on the big guy. [<laugh> He'd] have a hard time (laughing), he had a hard way to go.	429.0603
295	DTA_int_03	425.7494	[Mm-hm.]	426.1705
296	DTA_int_03	426.1705	(pause 0.19)	426.3596
297	DTA_int_03	426.3596	[Mm-hm.]	426.7319
298	DTA_se3_ag4_f_03	429.1678	[<laugh>]	431.0139
299	DTA_int_03	430.7027	[Yeah.]	431.1555
300	DTA_int_03	431.5021	So, the way you enforced these rules [was by everybody.]	434.6784
301	DTA_se3_ag4_f_03	433.6471	[Mm-hm.]	434.3486
302	DTA_se3_ag4_f_03	434.6845	Yes. [Yes.]	436.1366
303	DTA_int_03	435.6503	[Yeah, yeah.]	436.3258
304	DTA_int_03	436.5150	Okay.	437.0032
305	DTA_int_03	437.0032	(pause 0.59)	437.5951
306	DTA_int_03	437.5951	Um.	437.9622
307	DTA_int_03	437.9622	(pause 3.14)	441.1045
308	DTA_int_03	441.1045	Let's see. Did you have uh.	442.8131
309	DTA_int_03	442.8131	(pause 2.48)	445.2941
310	DTA_int_03	445.2941	Did you ever see anybody get beaten up real bad?	447.4176
311	DTA_se3_ag4_f_03	451.7254	Now, we had one bad fight	453.7545
312	DTA_se3_ag4_f_03	453.7545	(pause 0.18)	453.9376
313	DTA_se3_ag4_f_03	453.9376	in our school. I had a brother	456.0920
314	DTA_int_03	456.2918	[Mm-hm.]	456.6091
315	DTA_se3_ag4_f_03	456.4203	[that] was	457.0732
316	DTA_se3_ag4_f_03	457.7652	my brothers were	458.4434
317	DTA_se3_ag4_f_03	458.4434	(pause 1.21)	459.6518
318	DTA_se3_ag4_f_03	459.6518	They was- it was said that they would fight a sa- si- circle saw and it running, but they never started any fights.	465.6461
319	DTA_int_03	465.6461	<laugh>	466.3240
320	DTA_se3_ag4_f_03	467.3064	A boy with a knife	469.5693
321	DTA_se3_ag4_f_03	469.5693	(pause 0.69)	470.2588
322	DTA_se3_ag4_f_03	470.2588	and that was something	471.8102
323	DTA_se3_ag4_f_03	471.8102	(pause 0.61)	472.4190
324	DTA_se3_ag4_f_03	472.4190	very new and unusual back in my day.	475.2036
325	DTA_se3_ag4_f_03	475.2036	(pause 1.02)	476.2227
326	DTA_se3_ag4_f_03	476.2227	Started at him with a knife, he raised his foot and kicked him in the stomach and laid him	481.3017
327	DTA_se3_ag4_f_03	481.3017	(pause 0.22)	481.5214
328	DTA_se3_ag4_f_03	481.5214	flat on his back.	482.6869
329	DTA_se3_ag4_f_03	482.6869	(pause 0.20)	482.8821
330	DTA_se3_ag4_f_03	482.8821	He was out.	483.7242
331	DTA_int_03	484.3222	Mm-hm.	484.5907
332	DTA_se3_ag4_f_03	485.0362	That's the worst thing that I ever s- saw.	487.1095
333	DTA_se3_ag4_f_03	487.1095	(pause 0.19)	487.3035
334	DTA_se3_ag4_f_03	487.3035	[I never] saw any real bad fights where	489.4331
335	DTA_int_03	487.3035	[Mm-hm.]	487.6879
336	DTA_se3_ag4_f_03	489.8481	people got beat up or black [eyes or anything] like that.	493.1700
337	DTA_int_03	491.8418	[Mm-hm.]	492.2384
338	DTA_int_03	493.6600	Then	493.9480
339	DTA_int_03	493.9480	(pause 0.45)	494.3995
340	DTA_int_03	494.3995	what happened to the guy with the knife? Did they take the knife away from him?	497.1278
341	DTA_se3_ag4_f_03	498.1607	They didn't have to. He dropped it. <laugh>	501.4321
342	DTA_int_03	500.4221	[He did. (laughing)] Yeah, [but I mean did the let him] get it back when he [came to?]	504.6176
343	DTA_se3_ag4_f_03	502.0945	[Got kick ins]	503.0127
344	DTA_se3_ag4_f_03	503.0127	(pause 1.14)	504.1510
345	DTA_se3_ag4_f_03	504.1510	[Oh] no. Uh-uh. No.	505.7633
346	DTA_se3_ag4_f_03	506.0239	No.	506.4022
347	DTA_se3_ag4_f_03	506.4022	(pause 0.70)	507.0979
348	DTA_se3_ag4_f_03	507.0979	They didn't let him get it back. I don't think he ever got the knife again.	510.5411
349	DTA_int_03	510.6581	Mm.	510.9498
350	DTA_se3_ag4_f_03	510.9072	Mm-hm.	511.5480
351	DTA_se3_ag4_f_03	511.8555	[He did come to.]	513.0698
352	DTA_int_03	511.8555	[/inaudible/]	513.2895
353	DTA_se3_ag4_f_03	513.4175	He did come to.	514.2720
354	DTA_se3_ag4_f_03	514.2720	(pause 0.26)	514.5343
355	DTA_se3_ag4_f_03	514.5343	That was- uh,	515.4464
356	DTA_se3_ag4_f_03	515.4464	(pause 0.78)	516.2275
357	DTA_se3_ag4_f_03	516.2275	that was- that was in school.	517.9196
358	DTA_int_03	518.0251	Mm-hm.	518.2997
359	DTA_se3_ag4_f_03	518.3852	Mm-hm.	518.9466
360	DTA_int_03	519.3859	Yeah. [What would the-]	520.1164
361	DTA_se3_ag4_f_03	519.5603	[And I think the] teachers took it.	520.9570
362	DTA_int_03	521.2438	Yeah.	521.5245
363	DTA_int_03	521.5245	(pause 0.18)	521.7015
364	DTA_int_03	521.7015	Yeah.	521.9456
365	DTA_int_03	521.9456	(pause 0.39)	522.3361
366	DTA_int_03	522.3361	Well, that's good.	523.0195
367	DTA_int_03	523.0195	(pause 0.72)	523.7419
368	DTA_int_03	523.7419	Uh. Did you have a s-	524.7379
369	DTA_int_03	524.7379	(pause 0.33)	525.0705
370	DTA_int_03	525.0705	group of girls you hung around with?	526.5550
371	DTA_se3_ag4_f_03	526.7563	Yes.	527.4764
372	DTA_int_03	528.0039	How many of them were there?	528.9617
373	DTA_se3_ag4_f_03	531.1216	Well, there were three in the inner group.	533.5946
374	DTA_int_03	533.8590	[Uh-huh.]	534.1275
375	DTA_se3_ag4_f_03	534.0726	[And] there were about	534.9696
376	DTA_se3_ag4_f_03	535.8666	six in all	536.8081
377	DTA_int_03	536.9546	[Uh-huh.]	537.2658
378	DTA_se3_ag4_f_03	537.1132	[of us.]	537.6258
379	DTA_se3_ag4_f_03	538.4480	But there were three of us who were	540.2489
380	DTA_se3_ag4_f_03	540.2489	(pause 1.37)	541.6219
381	DTA_se3_ag4_f_03	541.6219	n- n- just like that. [<laugh>]	543.7210
382	DTA_int_03	543.0864	[Mm-hm.]	543.4098
383	DTA_int_03	544.8226	Were	545.1338
384	DTA_int_03	545.1338	(pause 0.37)	545.5060
385	DTA_int_03	545.5060	Let's see.	546.0186
386	DTA_int_03	546.0186	(pause 0.28)	546.2993
387	DTA_int_03	546.2993	What was-	546.7570
388	DTA_int_03	546.7570	(pause 0.72)	547.4770
389	DTA_int_03	547.4770	Was there any one girl that everybody listened to?	549.9488
390	DTA_se3_ag4_f_03	550.2295	Yes.	550.8519
391	DTA_int_03	550.9556	Who was that?	551.3889
392	DTA_se3_ag4_f_03	551.5963	That was- uh,	552.5056
393	DTA_se3_ag4_f_03	552.5056	(pause 0.69)	553.1951
394	DTA_se3_ag4_f_03	553.1951	that was a girl, she was a little older than I [was.]	556.0835
395	DTA_int_03	555.9920	[Mm-hm.]	556.4496
396	DTA_se3_ag4_f_03	556.5351	It wasn't me. I wasn't the one.	558.4344
397	DTA_int_03	558.9850	Yeah.	559.3159
398	DTA_se3_ag4_f_03	559.5511	I was the [kind of a]	561.0090
399	DTA_int_03	560.3148	[You were shy.]	561.4071
400	DTA_se3_ag4_f_03	561.6279	Uh-huh.	562.0002
401	DTA_se3_ag4_f_03	562.0002	(pause 0.37)	562.3663
402	DTA_se3_ag4_f_03	562.3663	Kind of a hold back, I never got into trouble like the other kids.	565.4767
403	DTA_int_03	565.4767	Mm-hm.	565.8489
404	DTA_se3_ag4_f_03	566.3095	They would	566.8770
405	DTA_se3_ag4_f_03	566.8770	(pause 0.37)	567.2492
