Line	Spkr	StTime	Content	EnTime
199	DCA_se1_ag1_m_08	247.3340	(pause 0.78)	248.1127
200	DCA_se1_ag1_m_08	248.1127	He k- He knew more about making	249.6188
201	DCA_se1_ag1_m_08	249.6188	(pause 0.26)	249.8799
202	DCA_se1_ag1_m_08	249.8799	more money than they did, but he was in jail,	252.0890
203	DCA_se1_ag1_m_08	252.0890	(pause 0.68)	252.7698
204	DCA_se1_ag1_m_08	252.7698	so she met this uh-	253.9961
205	DCA_se1_ag1_m_08	253.9961	(pause 0.55)	254.5463
206	DCA_se1_ag1_m_08	254.5463	this big lawyer.	255.6607
207	DCA_se1_ag1_m_08	255.6607	(pause 2.33)	257.9910
208	DCA_se1_ag1_m_08	257.9910	Nah, this judge-	258.7558
209	DCA_se1_ag1_m_08	258.7558	(pause 0.24)	258.9936
210	DCA_se1_ag1_m_08	258.9936	Lawyer.	259.5251
211	DCA_se1_ag1_m_08	259.5251	(pause 0.95)	260.4717
212	DCA_se1_ag1_m_08	260.4717	Nah, I think it was a judge.	261.6421
213	DCA_se1_ag1_m_08	261.6421	(pause 0.36)	262.0011
214	DCA_se1_ag1_m_08	262.0011	They met this big judge.	263.0969
215	DCA_se1_ag1_m_08	263.0969	(pause 1.07)	264.1682
216	DCA_se1_ag1_m_08	264.1682	She met him.	264.7185
217	DCA_se1_ag1_m_08	264.7185	(pause 1.16)	265.8795
218	DCA_se1_ag1_m_08	265.8795	And they went to	266.6116
219	DCA_se1_ag1_m_08	266.6116	(pause 0.15)	266.7608
220	DCA_se1_ag1_m_08	266.7608	his apartment, you know,	267.7167
221	DCA_int_04	268.1457	Mm-hm.	268.4022
222	DCA_se1_ag1_m_08	268.3555	so uh,	268.9244
223	DCA_se1_ag1_m_08	270.2428	he started liking her, so	271.6324
224	DCA_se1_ag1_m_08	271.6324	(pause 0.07)	271.7070
225	DCA_se1_ag1_m_08	271.7070	she asked him to get her husband out	273.2691
226	DCA_se1_ag1_m_08	273.2691	(pause 0.90)	274.1737
227	DCA_se1_ag1_m_08	274.1737	if he could.	274.9244
228	DCA_se1_ag1_m_08	274.9244	(pause 0.10)	275.0212
229	DCA_se1_ag1_m_08	275.0212	You know, so then he went to a meeting,	276.5832
230	DCA_se1_ag1_m_08	276.5832	(pause 0.89)	277.4738
231	DCA_se1_ag1_m_08	277.4738	and there was a	278.2106
232	DCA_se1_ag1_m_08	278.2106	(pause 1.61)	279.8240
233	DCA_se1_ag1_m_08	279.8240	thing about the case,	280.9664
234	DCA_se1_ag1_m_08	280.9664	(pause 1.55)	282.5133
235	DCA_se1_ag1_m_08	282.5133	about whether the man should be	283.6417
236	DCA_se1_ag1_m_08	283.6417	(pause 0.36)	284.0054
237	DCA_se1_ag1_m_08	284.0054	let out or not	284.8168
238	DCA_se1_ag1_m_08	284.8168	(pause 0.63)	285.4463
239	DCA_se1_ag1_m_08	285.4463	on parole.	286.2052
240	DCA_se1_ag1_m_08	286.2052	(pause 1.05)	287.2590
241	DCA_se1_ag1_m_08	287.2590	And uh,	287.6693
242	DCA_se1_ag1_m_08	287.6693	(pause 1.74)	289.4086
243	DCA_se1_ag1_m_08	289.4086	the men were all saying that they don't think he should because he did this and he did that.	293.4035
244	DCA_se1_ag1_m_08	293.4035	(pause 0.48)	293.8838
245	DCA_se1_ag1_m_08	293.8838	Anyway,	294.4433
246	DCA_se1_ag1_m_08	294.4433	(pause 0.67)	295.1101
247	DCA_se1_ag1_m_08	295.1101	the other man won out, so	296.7795
248	DCA_se1_ag1_m_08	296.7795	(pause 0.19)	296.9660
249	DCA_se1_ag1_m_08	296.9660	they let-	297.2364
250	DCA_se1_ag1_m_08	297.2364	(pause 0.17)	297.4090
251	DCA_se1_ag1_m_08	297.4090	Her husband came out.	298.4488
252	DCA_se1_ag1_m_08	298.4488	(pause 1.64)	300.0900
253	DCA_se1_ag1_m_08	300.0900	So when her husband came out, the soldier- I mean the-	302.7142
254	DCA_se1_ag1_m_08	302.7142	(pause 1.21)	303.9219
255	DCA_se1_ag1_m_08	303.9219	uh, policeman	304.7006
256	DCA_se1_ag1_m_08	304.7006	(pause 0.65)	305.3476
257	DCA_se1_ag1_m_08	305.3476	that she had met at first didn't notice she w-	307.2873
258	DCA_se1_ag1_m_08	307.2873	(pause 0.35)	307.6371
259	DCA_se1_ag1_m_08	307.6371	had a husband, so	308.8121
260	DCA_se1_ag1_m_08	308.8121	(pause 0.72)	309.5349
261	DCA_se1_ag1_m_08	309.5349	they used to get mad at each other all the time. You know, they had a little gang.	312.4667
262	DCA_int_04	312.9143	Yeah.	313.2314
263	DCA_se1_ag1_m_08	313.3013	So,	313.7350
264	DCA_se1_ag1_m_08	313.7350	(pause 0.95)	314.6815
265	DCA_se1_ag1_m_08	314.6815	they used to fight,	315.3716
266	DCA_se1_ag1_m_08	315.3716	(pause 0.50)	315.8706
267	DCA_se1_ag1_m_08	315.8706	then you know, once in awhile.	317.0596
268	DCA_se1_ag1_m_08	317.0596	(pause 0.39)	317.4502
269	DCA_se1_ag1_m_08	317.4502	So the last time they fought, they fought with knives,	319.8515
270	DCA_se1_ag1_m_08	319.8515	(pause 0.74)	320.5929
271	DCA_se1_ag1_m_08	320.5929	and that uh,	321.3297
272	DCA_se1_ag1_m_08	321.3297	(pause 1.57)	322.8953
273	DCA_se1_ag1_m_08	322.8953	so that-	323.5014
274	DCA_se1_ag1_m_08	323.5014	(pause 0.12)	323.6180
275	DCA_se1_ag1_m_08	323.6180	that army- that policeman,	324.8956
276	DCA_se1_ag1_m_08	324.8956	(pause 0.93)	325.8282
277	DCA_se1_ag1_m_08	325.8282	killed her husband, you know,	327.0686
278	DCA_se1_ag1_m_08	327.0686	(pause 0.15)	327.2224
279	DCA_se1_ag1_m_08	327.2224	but she didn't care.	328.1084
280	DCA_se1_ag1_m_08	328.1084	(pause 0.55)	328.6575
281	DCA_se1_ag1_m_08	328.6575	She just went on-	329.6273
282	DCA_se1_ag1_m_08	329.6273	(pause 0.29)	329.9211
283	DCA_se1_ag1_m_08	329.9211	She saw this other dude she met,	331.3013
284	DCA_int_04	331.9401	Mm-hm.	332.1919
285	DCA_se1_ag1_m_08	332.1779	this rock and roll singer,	333.5582
286	DCA_se1_ag1_m_08	334.1177	and uh, she went-	335.0445
287	DCA_se1_ag1_m_08	335.0445	(pause 2.11)	337.1568
288	DCA_se1_ag1_m_08	337.1568	She went with him one night to uh, his apartment.	339.5022
289	DCA_se1_ag1_m_08	339.5022	(pause 1.27)	340.7705
290	DCA_se1_ag1_m_08	340.7705	So the soldier boy,	342.1169
291	DCA_se1_ag1_m_08	342.1169	(pause 0.48)	342.5926
292	DCA_se1_ag1_m_08	342.5926	fired out a round, you know.	344.2292
293	DCA_int_04	344.2292	Uh-huh.	344.5696
294	DCA_se1_ag1_m_08	345.4556	So uh,	346.0245
295	DCA_se1_ag1_m_08	346.0245	(pause 1.04)	347.0631
296	DCA_se1_ag1_m_08	347.0631	he met him-	347.6973
297	DCA_se1_ag1_m_08	347.6973	(pause 0.76)	348.4620
298	DCA_se1_ag1_m_08	348.4620	He met her	349.0215
299	DCA_se1_ag1_m_08	349.0215	(pause 0.44)	349.4645
300	DCA_se1_ag1_m_08	349.4645	on the outside of a-	350.5836
301	DCA_se1_ag1_m_08	350.5836	(pause 1.27)	351.8566
302	DCA_se1_ag1_m_08	351.8566	where uh, this dude was singing at that she was with.	354.2708
303	DCA_se1_ag1_m_08	354.2708	(pause 0.75)	355.0215
304	DCA_se1_ag1_m_08	355.0215	So he told her that he loved her, you know. He couldn't do with out her, and all like that.	358.1877
305	DCA_se1_ag1_m_08	358.1877	(pause 0.38)	358.5700
306	DCA_se1_ag1_m_08	358.5700	Say if he couldn't have her, well nobody gonna have her, and he killed her.	360.8956
307	DCA_int_04	361.2547	Uh-huh.	361.7023
308	DCA_se1_ag1_m_08	361.9186	And that was it.	362.4391
309	DCA_int_04	362.7422	That was it? That was the end.	363.9528
310	DCA_se1_ag1_m_08	363.8613	Mm.	364.0151
311	DCA_int_04	364.0618	/Hm/.	364.3511
312	DCA_int_04	364.3511	(pause 1.08)	365.4315
313	DCA_int_04	365.4315	So okay.	366.1403
314	DCA_int_04	366.1403	(pause 0.59)	366.7278
315	DCA_int_04	366.7278	Uh,	367.0262
316	DCA_int_04	367.0262	(pause 0.11)	367.1381
317	DCA_int_04	367.1381	tell me something.	367.8982
318	DCA_int_04	367.8982	(pause 0.11)	368.0054
319	DCA_int_04	368.0054	Did you ever have a pet?	369.2458
320	DCA_int_04	369.2458	(pause 0.90)	370.1504
321	DCA_int_04	370.1504	Or do you have one now?	371.1450
322	DCA_se1_ag1_m_08	372.2149	I have a	372.5366
323	DCA_se1_ag1_m_08	372.5366	(pause 0.21)	372.7418
324	DCA_se1_ag1_m_08	372.7418	bird,	373.1898
325	DCA_se1_ag1_m_08	373.1898	(pause 0.42)	373.6091
326	DCA_se1_ag1_m_08	373.6091	and I've had	374.2292
327	DCA_se1_ag1_m_08	374.2292	(pause 0.14)	374.3645
328	DCA_se1_ag1_m_08	374.3645	several dogs.	375.4136
329	DCA_int_04	376.2902	Could you [tell me about] them?	377.3802
330	DCA_se1_ag1_m_08	376.7099	[/Cat/.]	377.1249
331	DCA_se1_ag1_m_08	380.1640	What do you wanna know about?	381.1478
332	DCA_int_04	381.1525	Oh, you know,	381.7587
333	DCA_int_04	381.7587	(pause 0.30)	382.0571
334	DCA_int_04	382.0571	which one you enjoyed the most or any funny things they might have done or	385.2640
335	DCA_int_04	385.2640	(pause 1.40)	386.6676
336	DCA_int_04	386.6676	trouble they might have caused you.	388.1737
337	DCA_se1_ag1_m_08	389.0037	Uh,	389.4500
338	DCA_se1_ag1_m_08	389.4500	(pause 2.08)	391.5345
339	DCA_se1_ag1_m_08	391.5345	the dog I like most	393.4742
340	DCA_se1_ag1_m_08	393.4742	(pause 1.21)	394.6866
341	DCA_se1_ag1_m_08	394.6866	was a-	395.2869
342	DCA_se1_ag1_m_08	395.2869	(pause 1.10)	396.3874
343	DCA_se1_ag1_m_08	396.3874	a little dog I had.	397.8049
344	DCA_se1_ag1_m_08	397.8049	(pause 1.58)	399.3856
345	DCA_se1_ag1_m_08	399.3856	Somebody gave it to him for a Christmas present. I can't remember who.	402.0936
346	DCA_se1_ag1_m_08	402.0936	(pause 0.78)	402.8770
347	DCA_se1_ag1_m_08	402.8770	And we had him for quite awhile.	404.6209
348	DCA_se1_ag1_m_08	404.6209	(pause 1.07)	405.6887
349	DCA_se1_ag1_m_08	405.6887	And Christmas was coming around again,	407.7672
350	DCA_se1_ag1_m_08	407.7672	(pause 1.78)	409.5485
351	DCA_se1_ag1_m_08	409.5485	and I had bought him a-	410.6396
352	DCA_se1_ag1_m_08	410.6396	(pause 0.43)	411.0732
353	DCA_se1_ag1_m_08	411.0732	one of those dog coats	412.3823
354	DCA_se1_ag1_m_08	412.3823	(pause 0.36)	412.7414
355	DCA_se1_ag1_m_08	412.7414	and	413.0165
356	DCA_se1_ag1_m_08	413.0165	(pause 0.85)	413.8698
357	DCA_se1_ag1_m_08	413.8698	new dishes and things like that.	415.7629
358	DCA_se1_ag1_m_08	415.7629	(pause 0.81)	416.5696
359	DCA_se1_ag1_m_08	416.5696	And he got hit by a car.	417.8193
360	DCA_se1_ag1_m_08	417.8193	(pause 1.71)	419.5248
361	DCA_se1_ag1_m_08	419.5248	But he was, you know-	420.1822
362	DCA_se1_ag1_m_08	420.1822	(pause 0.33)	420.5086
363	DCA_se1_ag1_m_08	420.5086	that was my favorite.	421.3992
364	DCA_se1_ag1_m_08	421.3992	(pause 0.63)	422.0334
365	DCA_se1_ag1_m_08	422.0334	And I had this uh,	422.8727
366	DCA_se1_ag1_m_08	422.8727	(pause 2.17)	425.0398
367	DCA_se1_ag1_m_08	425.0398	parakeet named Petey.	426.5739
368	DCA_se1_ag1_m_08	426.5739	(pause 0.94)	427.5158
369	DCA_se1_ag1_m_08	427.5158	I've had three of 'em.	428.7002
370	DCA_se1_ag1_m_08	428.7002	(pause 1.14)	429.8379
371	DCA_se1_ag1_m_08	429.8379	I only have one now.	430.9804
372	DCA_se1_ag1_m_08	430.9804	(pause 1.03)	432.0097
373	DCA_se1_ag1_m_08	432.0097	Two of 'em died.	433.0169
374	DCA_se1_ag1_m_08	433.0169	(pause 2.09)	435.1105
375	DCA_se1_ag1_m_08	435.1105	I don't know what from what now, you know.	436.7472
376	DCA_int_04	436.9419	Mm-hm.	437.2263
377	DCA_se1_ag1_m_08	437.7672	And German Shepard I had	439.1987
378	DCA_se1_ag1_m_08	439.1987	(pause 1.50)	440.7002
379	DCA_se1_ag1_m_08	440.7002	name uh,	441.2831
380	DCA_se1_ag1_m_08	441.2831	(pause 0.38)	441.6607
381	DCA_se1_ag1_m_08	441.6607	Lady,	442.2623
382	DCA_se1_ag1_m_08	442.2623	(pause 2.51)	444.7698
383	DCA_se1_ag1_m_08	444.7698	she was next to uh,	446.0241
384	DCA_se1_ag1_m_08	446.0241	(pause 0.34)	446.3598
385	DCA_se1_ag1_m_08	446.3598	other dog. I liked her more.	447.8566
386	DCA_se1_ag1_m_08	447.8566	(pause 0.14)	447.9918
387	DCA_se1_ag1_m_08	447.9918	I mean, you know, almost as much.	449.6600
388	DCA_int_04	449.9118	Mm-hm.	450.3594
389	DCA_se1_ag1_m_08	451.6744	She got stolen.	452.7049
390	DCA_int_04	453.2644	Huh.	453.4649
391	DCA_int_04	453.4649	(pause 0.26)	453.7260
392	DCA_int_04	453.7260	You ever find her or hear about it?	455.4595
393	DCA_se1_ag1_m_08	455.9025	No.	456.2475
394	DCA_int_04	457.5858	Hm.	457.8189
395	DCA_int_04	457.8189	(pause 1.16)	458.9753
396	DCA_int_04	458.9753	Alright /?/,	459.4369
397	DCA_int_04	459.4369	(pause 0.36)	459.7960
398	DCA_int_04	459.7960	tell me something about your school, say your high school. You said you went to /RD-SCHOOL-2/?	463.3666
399	DCA_se1_ag1_m_08	463.7956	Mm.	464.0754
400	DCA_int_04	464.5976	Could you tell me something about that?	465.9452
401	DCA_int_04	465.9452	(pause 1.23)	467.1750
402	DCA_int_04	467.1750	What kind of subjects you might have studied, and	469.2174
403	DCA_int_04	469.2174	(pause 0.71)	469.9262
