Line	Spkr	StTime	Content	EnTime
223	DCA_int_04	223.8773	Tell me about the movie.	225.0681
224	DCA_se3_ag1_f_06	225.6090	Well,	226.0403
225	DCA_int_04	226.0729	/??/	226.4017
226	DCA_se3_ag1_f_06	226.4460	it- it went very along-	227.8262
227	DCA_se3_ag1_f_06	227.8262	(pause 0.13)	227.9585
228	DCA_se3_ag1_f_06	227.9585	It went very well along with the book.	229.6884
229	DCA_se3_ag1_f_06	229.6884	(pause 0.37)	230.0615
230	DCA_se3_ag1_f_06	230.0615	Followed the book very closely,	231.5600
231	DCA_se3_ag1_f_06	231.5600	(pause 0.66)	232.2221
232	DCA_se3_ag1_f_06	232.2221	and I think Mia Farrow was good in it.	233.9122
233	DCA_se3_ag1_f_06	233.9122	(pause 3.00)	236.9142
234	DCA_se3_ag1_f_06	236.9142	Shocking, just like the book.	238.4110
235	DCA_int_04	238.5322	<laugh>	239.2153
236	DCA_int_04	239.2153	(pause 0.75)	239.9632
237	DCA_int_04	239.9632	Kind of just scary in a way.	241.4879
238	DCA_int_04	241.4879	(pause 0.60)	242.0918
239	DCA_int_04	242.0918	Um,	242.5604
240	DCA_int_04	242.5604	(pause 0.64)	243.2010
241	DCA_int_04	243.2010	what about- I noticed you	244.2968
242	DCA_int_04	244.2968	(pause 0.13)	244.4296
243	DCA_int_04	244.4296	got a new dog here, but	245.8192
244	DCA_int_04	245.8192	(pause 0.31)	246.1264
245	DCA_int_04	246.1264	can you tell me anything about	247.3037
246	DCA_int_04	247.3037	(pause 0.14)	247.4390
247	DCA_int_04	247.4390	animals or pets you might have had?	249.2196
248	DCA_se3_ag1_f_06	250.1569	Well I've had three dogs, two of 'em ran away.	252.7232
249	DCA_se3_ag1_f_06	252.7232	(pause 0.24)	252.9680
250	DCA_se3_ag1_f_06	252.9680	Well one was stolen, and one ran away.	254.8868
251	DCA_int_04	255.0075	Uh-huh.	255.3875
252	DCA_se3_ag1_f_06	255.8141	And then um,	256.7747
253	DCA_se3_ag1_f_06	256.7747	(pause 1.44)	258.2126
254	DCA_se3_ag1_f_06	258.2126	I had	258.7512
255	DCA_se3_ag1_f_06	258.7512	(pause 0.73)	259.4786
256	DCA_se3_ag1_f_06	259.4786	a bird that my father stepped on,	261.2802
257	DCA_se3_ag1_f_06	261.2802	(pause 0.94)	262.2245
258	DCA_se3_ag1_f_06	262.2245	and she died.	263.5604
259	DCA_int_04	263.7044	How'd that happen?	264.7652
260	DCA_se3_ag1_f_06	265.1102	She used to [walk on] the floor all the time,	267.2499
261	DCA_int_04	265.7467	[/?/]	265.9635
262	DCA_int_04	265.9635	(pause 1.27)	267.2347
263	DCA_int_04	267.2347	Uh-huh.	267.5560
264	DCA_se3_ag1_f_06	267.4639	and one day my father came in, and my mother	269.3716
265	DCA_se3_ag1_f_06	269.4811	hadn't told him that she was on the floor.	271.2734
266	DCA_int_04	271.4413	Mm-hm.	271.7794
267	DCA_se3_ag1_f_06	271.9216	And he stepped on her.	272.9008
268	DCA_se3_ag1_f_06	272.9008	(pause 0.33)	273.2290
269	DCA_se3_ag1_f_06	273.2290	And at first she-	274.0729
270	DCA_se3_ag1_f_06	274.0729	(pause 0.56)	274.6371
271	DCA_se3_ag1_f_06	274.6371	she was alright, but then when- After we put her in the cage, evidently her lungs were crushed.	278.8029
272	DCA_int_04	278.8652	Mm.	279.1124
273	DCA_se3_ag1_f_06	279.1916	She died.	279.9051
274	DCA_int_04	279.9121	Hm.	280.0939
275	DCA_int_04	280.0939	(pause 0.30)	280.3900
276	DCA_int_04	280.3900	/?/	280.5789
277	DCA_int_04	280.5789	(pause 0.28)	280.8633
278	DCA_int_04	280.8633	/? finished, too huh?/	282.0150
279	DCA_se3_ag1_f_06	282.0821	<sigh>	282.4434
280	DCA_int_04	282.5390	Uh,	282.9657
281	DCA_int_04	282.9657	(pause 0.37)	283.3317
282	DCA_int_04	283.3317	sort of a weird feeling (laughing) I bet your fa- How'd your father feel?	286.6535
283	DCA_se3_ag1_f_06	287.0382	Well he felt kind of bad, and he felt kind of bad because I felt bad.	290.2853
284	DCA_int_04	290.4572	Uh-huh.	290.9911
285	DCA_se3_ag1_f_06	291.2686	So that was worse.	292.2968
286	DCA_int_04	292.5416	You can't do much about it once it's happened, /right?/	295.0853
287	DCA_int_04	295.0853	(pause 0.35)	295.4343
288	DCA_int_04	295.4343	Tell me about school.	296.4182
289	DCA_se3_ag1_f_06	297.0308	Uh.	297.3315
290	DCA_int_04	299.0055	Where do you go to school [now?]	300.2150
291	DCA_se3_ag1_f_06	299.9888	[Sidwell] Friends.	301.1149
292	DCA_se3_ag1_f_06	301.5789	[It's] a private school on Wisconsin Avenue.	303.3315
293	DCA_int_04	301.5975	[Mm.]	301.6908
294	DCA_int_04	303.7022	Mm-hm.	304.0007
295	DCA_int_04	304.0007	(pause 0.21)	304.2152
296	DCA_int_04	304.2152	Can you tell me something about it?	305.4858
297	DCA_int_04	305.4858	(pause 0.11)	305.5995
298	DCA_int_04	305.5995	What's it like	306.4411
299	DCA_int_04	306.4411	(pause 0.33)	306.7675
300	DCA_int_04	306.7675	/perhaps/	307.1872
301	DCA_int_04	307.1872	(pause 0.23)	307.4180
302	DCA_int_04	307.4180	school,	307.8455
303	DCA_int_04	307.8455	(pause 0.42)	308.2643
304	DCA_int_04	308.2643	kids,	308.6373
305	DCA_int_04	308.6373	(pause 0.27)	308.9057
306	DCA_int_04	308.9057	teachers?	309.3928
307	DCA_se3_ag1_f_06	310.3271	Well,	310.6465
308	DCA_se3_ag1_f_06	310.6465	(pause 0.77)	311.4135
309	DCA_se3_ag1_f_06	311.4135	it's-	311.8845
310	DCA_se3_ag1_f_06	311.8845	(pause 0.58)	312.4644
311	DCA_se3_ag1_f_06	312.4644	it's like	312.8818
312	DCA_se3_ag1_f_06	312.8818	(pause 0.72)	313.5998
313	DCA_se3_ag1_f_06	313.5998	a regular school. Son-	314.6607
314	DCA_se3_ag1_f_06	314.6607	(pause 0.57)	315.2336
315	DCA_se3_ag1_f_06	315.2336	Well we have more freedom at	316.4600
316	DCA_se3_ag1_f_06	316.4600	(pause 0.56)	317.0218
317	DCA_se3_ag1_f_06	317.0218	Sidwell, but uh,	317.9964
318	DCA_se3_ag1_f_06	317.9964	(pause 0.22)	318.2150
319	DCA_se3_ag1_f_06	318.2150	they have at public school and a lot of other private schools.	320.8956
320	DCA_int_04	320.9352	Oh yeah?	321.2732
321	DCA_se3_ag1_f_06	321.3315	Get to wear what we want to school.	322.9939
322	DCA_int_04	323.3622	Mm-hm.	323.6537
323	DCA_se3_ag1_f_06	324.6882	Um,	325.1149
324	DCA_se3_ag1_f_06	325.1149	(pause 0.45)	325.5672
325	DCA_se3_ag1_f_06	325.5672	we get to select our courses	327.4644
326	DCA_se3_ag1_f_06	327.4644	(pause 1.31)	328.7747
327	DCA_se3_ag1_f_06	328.7747	with the aid of a teacher, but	330.1240
328	DCA_se3_ag1_f_06	330.1240	(pause 0.10)	330.2290
329	DCA_se3_ag1_f_06	330.2290	um,	330.6113
330	DCA_se3_ag1_f_06	330.6113	(pause 0.52)	331.1312
331	DCA_se3_ag1_f_06	331.1312	we get to take what we want to. We-	332.5651
332	DCA_se3_ag1_f_06	332.5651	(pause 0.86)	333.4201
333	DCA_se3_ag1_f_06	333.4201	we um-	334.0543
334	DCA_se3_ag1_f_06	334.0543	(pause 0.31)	334.3644
335	DCA_se3_ag1_f_06	334.3644	They give us-	335.1268
336	DCA_se3_ag1_f_06	335.1268	(pause 0.24)	335.3692
337	DCA_se3_ag1_f_06	335.3692	These sheets show what's required for colleges and then we can choose when we wanna take them, what years.	340.2198
338	DCA_int_04	340.3877	Mm-hm.	340.7584
339	DCA_se3_ag1_f_06	341.3133	And um-	342.0750
340	DCA_se3_ag1_f_06	342.0750	(pause 1.31)	343.3830
341	DCA_se3_ag1_f_06	343.3830	<ts>	343.4949
342	DCA_int_04	344.1221	What kind of courses	345.0564
343	DCA_int_04	345.0564	(pause 0.11)	345.1683
344	DCA_int_04	345.1683	have you been taking?	346.1126
345	DCA_se3_ag1_f_06	346.7048	Oh,	346.9566
346	DCA_se3_ag1_f_06	346.9566	(pause 0.16)	347.1147
347	DCA_se3_ag1_f_06	347.1147	Spanish	348.0663
348	DCA_se3_ag1_f_06	348.0663	(pause 0.62)	348.6859
349	DCA_se3_ag1_f_06	348.6859	for	348.8188
350	DCA_se3_ag1_f_06	348.8188	(pause 0.60)	349.4203
351	DCA_se3_ag1_f_06	349.4203	four years.	350.1571
352	DCA_se3_ag1_f_06	350.1571	(pause 0.84)	351.0005
353	DCA_se3_ag1_f_06	351.0005	English.	351.8211
354	DCA_se3_ag1_f_06	351.8211	(pause 1.59)	353.4089
355	DCA_se3_ag1_f_06	353.4089	Um,	353.8658
356	DCA_se3_ag1_f_06	353.8658	(pause 0.65)	354.5157
357	DCA_se3_ag1_f_06	354.5157	first I took	355.0100
358	DCA_se3_ag1_f_06	355.0100	(pause 0.46)	355.4693
359	DCA_se3_ag1_f_06	355.4693	two courses in Algebra. Then I-	357.0750
360	DCA_se3_ag1_f_06	357.0750	(pause 0.20)	357.2779
361	DCA_se3_ag1_f_06	357.2779	Now I'm taking Geometry.	358.4670
362	DCA_se3_ag1_f_06	358.4670	(pause 1.05)	359.5208
363	DCA_se3_ag1_f_06	359.5208	And	360.0101
364	DCA_se3_ag1_f_06	360.0101	(pause 0.14)	360.1533
365	DCA_se3_ag1_f_06	360.1533	I'm	360.6556
366	DCA_se3_ag1_f_06	360.6556	(pause 0.38)	361.0380
367	DCA_se3_ag1_f_06	361.0380	taking	361.6068
368	DCA_se3_ag1_f_06	361.6068	(pause 0.65)	362.2550
369	DCA_se3_ag1_f_06	362.2550	<ts>	362.3436
370	DCA_se3_ag1_f_06	362.3436	(pause 0.46)	362.8070
371	DCA_se3_ag1_f_06	362.8070	/Biot/-	363.3595
372	DCA_se3_ag1_f_06	363.3595	(pause 0.25)	363.6066
373	DCA_se3_ag1_f_06	363.6066	Biology,	364.5462
374	DCA_se3_ag1_f_06	364.5462	(pause 0.59)	365.1361
375	DCA_se3_ag1_f_06	365.1361	History, and now I'm taking Chemistry.	366.7768
376	DCA_int_04	367.2082	Mm-hm.	367.4809
377	DCA_int_04	367.4809	(pause 0.74)	368.2177
378	DCA_int_04	368.2177	And what year are you in?	369.1777
379	DCA_se3_ag1_f_06	369.3269	A junior.	369.8654
380	DCA_int_04	370.0030	You're a junior.	370.7281
381	DCA_int_04	370.7281	(pause 0.11)	370.8353
382	DCA_int_04	370.8353	Mm-hm.	371.0591
383	DCA_int_04	371.0591	(pause 0.55)	371.6088
384	DCA_int_04	371.6088	What about the kids that go there? Can you tell me anything about them?	374.5278
385	DCA_se3_ag1_f_06	375.3059	Well we're all different.	376.4809
386	DCA_se3_ag1_f_06	376.4809	(pause 0.10)	376.5859
387	DCA_se3_ag1_f_06	376.5859	<laugh>	376.8889
388	DCA_int_04	376.9542	Mm-hm.	377.2690
389	DCA_se3_ag1_f_06	377.6694	I mean, um,	378.6183
390	DCA_se3_ag1_f_06	378.6183	(pause 1.65)	380.2690
391	DCA_se3_ag1_f_06	380.2690	<ts>	380.3646
392	DCA_se3_ag1_f_06	380.3646	(pause 0.70)	381.0671
393	DCA_se3_ag1_f_06	381.0671	I don't know.	381.6593
394	DCA_se3_ag1_f_06	381.6593	(pause 0.79)	382.4450
395	DCA_se3_ag1_f_06	382.4450	Um, since there very few kids in school - There are three hundred and sixty	385.4030
396	DCA_se3_ag1_f_06	385.4030	(pause 0.59)	385.9905
397	DCA_se3_ag1_f_06	385.9905	kids from the ninth grade to the tenth grade, so we're s-	388.3820
398	DCA_se3_ag1_f_06	388.3820	(pause 0.11)	388.4939
399	DCA_se3_ag1_f_06	388.4939	all pretty close. We all know each other.	390.4098
400	DCA_int_04	390.5380	Mm-hm.	390.8061
401	DCA_se3_ag1_f_06	392.0698	And	392.5314
402	DCA_se3_ag1_f_06	392.5314	(pause 0.68)	393.2093
403	DCA_se3_ag1_f_06	393.2093	<ts> I don't know. We're	393.9623
404	DCA_se3_ag1_f_06	393.9623	(pause 0.81)	394.7760
405	DCA_se3_ag1_f_06	394.7760	happy.	395.3332
406	DCA_se3_ag1_f_06	395.3332	(pause 0.29)	395.6270
407	DCA_se3_ag1_f_06	395.6270	Sometimes. Most of the time.	396.9297
408	DCA_int_04	397.8646	Mm-hm.	398.1327
409	DCA_int_04	398.1327	(pause 1.31)	399.4378
410	DCA_int_04	399.4378	You don't have any other special requirements /??/?	401.9901
411	DCA_int_04	401.9901	(pause 0.32)	402.3115
